Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Deces_Cumulatif_Total,Nb_Deces_Cumulatif_CHCHSLD,Nb_Deces_Cumulatif_RPA,Nb_Deces_Cumulatif_DomInc,Nb_Deces_Cumulatif_Autre,Nb_Nvx_Deces_Total,Nb_Nvx_Deces_CHCHSLD,Nb_Nvx_Deces_RPA,Nb_Nvx_Deces_DomInc,Nb_Nvx_Deces_Autre
2021-02-27,279518,666,10520,5668,2218,2084,550,9,2,2,4,1
2021-02-28,280091,573,10526,5669,2219,2087,551,6,1,1,3,1
2021-03-01,280618,527,10536,5673,2221,2091,551,10,4,2,4,0
2021-03-02,281443,825,10546,5675,2225,2094,552,10,2,4,3,1
2021-03-03,282180,737,10556,5675,2232,2097,552,10,0,7,3,0
2021-03-04,283045,865,10566,5676,2234,2104,552,10,1,2,7,0
2021-03-05,283782,737,10575,5676,2238,2109,552,9,0,4,5,0
2021-03-06,284470,688,10585,5678,2242,2113,552,10,2,4,4,0
2021-03-07,285049,579,10591,5678,2244,2117,552,6,0,2,4,0
2021-03-08,285645,596,10600,5679,2249,2120,552,9,1,5,3,0
2021-03-09,286388,743,10608,5680,2251,2125,552,8,1,2,5,0
2021-03-10,287103,715,10617,5681,2256,2128,552,9,1,5,3,0
2021-03-11,288025,922,10628,5681,2260,2135,552,11,0,4,7,0
2021-03-12,288843,818,10629,5681,2260,2136,552,1,0,0,1,0
2021-03-13,289483,640,10637,5681,2262,2142,552,8,0,2,6,0
2021-03-14,290054,571,10647,5681,2267,2147,552,10,0,5,5,0
2021-03-15,290718,664,10659,5682,2271,2153,553,12,1,4,6,1
2021-03-16,291772,1054,10664,5683,2272,2156,553,5,1,1,3,0
2021-03-17,292688,916,10669,5683,2273,2160,553,5,0,1,4,0
2021-03-18,293514,826,10674,5683,2275,2163,553,5,0,2,3,0
2021-03-19,294305,791,10677,5683,2277,2164,553,3,0,2,1,0
2021-03-20,294905,600,10688,5686,2279,2170,553,11,3,2,6,0
2021-03-21,295396,491,10696,5686,2283,2173,554,8,0,4,3,1
2021-03-22,296471,1075,10702,5686,2286,2176,554,6,0,3,3,0
2021-03-23,297440,969,10706,5686,2286,2179,555,4,0,0,3,1
2021-03-24,298473,1033,10715,5688,2287,2185,555,9,2,1,6,0
2021-03-25,299293,820,10723,5688,2289,2191,555,8,0,2,6,0
2021-03-26,300192,899,10729,5689,2290,2195,555,6,1,1,4,0
2021-03-27,301134,942,10732,5689,2292,2196,555,3,0,2,1,0
2021-03-28,301994,860,10737,5689,2293,2200,555,5,0,1,4,0
2021-03-29,302980,986,10745,5689,2295,2205,556,8,0,2,5,1
2021-03-30,304244,1264,10753,5690,2297,2210,556,8,1,2,5,0
2021-03-31,305395,1151,10757,5691,2297,2213,556,4,1,0,3,0
2021-04-01,306700,1305,10765,5692,2297,2220,556,8,1,0,7,0
2021-04-02,308031,1331,10770,5692,2298,2222,558,5,0,1,2,2
2021-04-03,309275,1244,10775,5692,2299,2226,558,5,0,1,4,0
2021-04-04,310383,1108,10782,5693,2300,2231,558,7,1,1,5,0
2021-04-05,311603,1220,10788,5694,2302,2234,558,6,1,2,3,0
2021-04-06,313545,1942,10793,5694,2302,2238,559,5,0,0,4,1
2021-04-07,315157,1612,10800,5695,2302,2243,560,7,1,0,5,1
2021-04-08,317429,2272,10812,5696,2303,2253,560,12,1,1,10,0
2021-04-09,319332,1903,10816,5696,2304,2256,560,4,0,1,3,0
2021-04-10,320990,1658,10823,5696,2306,2261,560,7,0,2,5,0
2021-04-11,322403,1413,10834,5697,2307,2270,560,11,1,1,9,0
2021-04-12,323821,1418,10840,5700,2308,2272,560,6,3,1,2,0
2021-04-13,325363,1542,10853,5701,2308,2283,561,13,1,0,11,1
2021-04-14,326918,1555,10862,5702,2308,2291,561,9,1,0,8,0
2021-04-15,328600,1682,10869,5703,2309,2295,562,7,1,1,4,1
2021-04-16,330032,1432,10884,5704,2312,2305,563,15,1,3,10,1
2021-04-17,331262,1230,10897,5706,2317,2311,563,13,2,5,6,0
2021-04-18,332318,1056,10907,5708,2318,2318,563,10,2,1,7,0
2021-04-19,333472,1154,10917,5711,2320,2323,563,10,3,2,5,0
2021-04-20,334745,1273,10924,5711,2320,2330,563,7,0,0,7,0
2021-04-21,335880,1135,10928,5712,2320,2333,563,4,1,0,3,0
2021-04-22,336937,1057,10942,5714,2324,2340,564,14,2,4,7,1
2021-04-23,338171,1234,10950,5716,2325,2344,565,8,2,1,4,1
2021-04-24,339011,840,10962,5717,2326,2353,566,12,1,1,9,1
2021-04-25,339915,904,10972,5719,2328,2358,567,10,2,2,5,1
2021-04-26,340952,1037,10981,5720,2329,2364,568,9,1,1,6,1
2021-04-27,342056,1104,10994,5720,2330,2375,569,13,0,1,11,1
2021-04-28,343196,1140,11006,5721,2333,2383,569,12,1,3,8,0
2021-04-29,344296,1100,11018,5721,2336,2391,570,12,0,3,8,1
2021-04-30,345409,1113,11025,5721,2337,2397,570,7,0,1,6,0
2021-05-01,346304,895,11033,5721,2337,2405,570,8,0,0,8,0
2021-05-02,347140,836,11041,5722,2338,2411,570,8,1,1,6,0
2021-05-03,347995,855,11045,5722,2338,2415,570,4,0,0,4,0
2021-05-04,348880,885,11055,5724,2338,2423,570,10,2,0,8,0
2021-05-05,349807,927,11058,5724,2339,2424,571,3,0,1,1,1
2021-05-06,350822,1015,11067,5725,2340,2431,571,9,1,1,7,0
2021-05-07,351844,1022,11075,5726,2341,2437,571,8,1,1,6,0
2021-05-08,352562,718,11083,5726,2341,2444,572,8,0,0,7,1
2021-05-09,353245,683,11089,5726,2341,2449,573,6,0,0,5,1
2021-05-10,353974,729,11092,5726,2342,2451,573,3,0,1,2,0
2021-05-11,354792,818,11098,5727,2342,2456,573,6,1,0,5,0
2021-05-12,355659,867,11104,5727,2344,2460,573,6,0,2,4,0
2021-05-13,356551,892,11109,5729,2347,2460,573,5,2,3,0,0
2021-05-14,357437,886,11113,5729,2348,2463,573,4,0,1,3,0
2021-05-15,358063,626,11120,5730,2349,2468,573,7,1,1,5,0
2021-05-16,358602,539,11129,5730,2350,2475,574,9,0,1,7,1
2021-05-17,359164,562,11140,5730,2351,2483,576,11,0,1,8,2
2021-05-18,359782,618,11147,5730,2354,2487,576,7,0,3,4,0
2021-05-19,360568,786,11154,5730,2356,2492,576,7,0,2,5,0
2021-05-20,361186,618,11159,5730,2357,2496,576,5,0,1,4,0
2021-05-21,361777,591,11165,5730,2358,2501,576,6,0,1,5,0
2021-05-22,362208,431,11172,5731,2358,2507,576,7,1,0,6,0
2021-05-23,362584,376,11180,5731,2359,2513,577,8,0,1,6,1
2021-05-24,362964,380,11183,5732,2359,2515,577,3,1,0,2,0
2021-05-25,363423,459,11187,5732,2359,2519,577,4,0,0,4,0
2021-05-26,363875,452,11192,5732,2359,2524,577,5,0,0,5,0
2021-05-27,364303,428,11195,5732,2359,2527,577,3,0,0,3,0
2021-05-28,364679,376,11197,5732,2361,2527,577,2,0,2,0,0
2021-05-29,364996,317,11203,5732,2362,2531,578,6,0,1,4,1
2021-05-30,365233,237,11203,5732,2362,2531,578,0,0,0,0,0
2021-05-31,365500,267,11207,5732,2363,2534,578,4,0,1,3,0
2021-06-01,365802,302,11212,5732,2365,2537,578,5,0,2,3,0
2021-06-02,366100,298,11216,5733,2365,2540,578,4,1,0,3,0
2021-06-03,366369,269,11220,5733,2365,2544,578,4,0,0,4,0
2021-06-04,366602,233,11223,5733,2367,2545,578,3,0,2,1,0
2021-06-05,366801,199,11228,5733,2367,2550,578,5,0,0,5,0
2021-06-06,366966,165,11232,5733,2367,2554,578,4,0,0,4,0
2021-06-07,367127,161,11237,5733,2370,2556,578,5,0,3,2,0
2021-06-08,367331,204,11238,5733,2370,2557,578,1,0,0,1,0
2021-06-09,367584,253,11239,5733,2370,2558,578,1,0,0,1,0
2021-06-10,367789,205,11240,5733,2370,2559,578,1,0,0,1,0
2021-06-11,367953,164,11242,5733,2371,2560,578,2,0,1,1,0
2021-06-12,368095,142,11243,5733,2371,2561,578,1,0,0,1,0
2021-06-13,368217,122,11247,5733,2371,2564,579,4,0,0,3,1
2021-06-14,368330,113,11248,5733,2371,2565,579,1,0,0,1,0
2021-06-15,368497,167,11248,5733,2371,2565,579,0,0,0,0,0
2021-06-16,368666,169,11253,5733,2372,2568,580,5,0,1,3,1
2021-06-17,368845,179,11255,5733,2372,2570,580,2,0,0,2,0
2021-06-18,368980,135,11255,5733,2372,2570,580,0,0,0,0,0
2021-06-19,369073,93,11257,5733,2372,2572,580,2,0,0,2,0
2021-06-20,369170,97,11259,5733,2373,2573,580,2,0,1,1,0
2021-06-21,369272,102,11261,5733,2374,2574,580,2,0,1,1,0
2021-06-22,369382,110,11262,5733,2374,2575,580,1,0,0,1,0
2021-06-23,369468,86,11263,5733,2375,2575,580,1,0,1,0,0
2021-06-24,369549,81,11264,5733,2375,2576,580,1,0,0,1,0
2021-06-25,369650,101,11266,5733,2375,2578,580,2,0,0,2,0
2021-06-26,369725,75,11267,5733,2375,2579,580,1,0,0,1,0
2021-06-27,369780,55,11268,5733,2375,2580,580,1,0,0,1,0
2021-06-28,369875,95,11269,5734,2375,2580,580,1,1,0,0,0
2021-06-29,369984,109,11270,5734,2375,2581,580,1,0,0,1,0
2021-06-30,370062,78,11271,5735,2375,2581,580,1,1,0,0,0
2021-07-01,370135,73,11272,5735,2376,2581,580,1,0,1,0,0
2021-07-02,370188,53,11273,5735,2377,2581,580,1,0,1,0,0
2021-07-03,370240,52,11273,5735,2377,2581,580,0,0,0,0,0
2021-07-04,370277,37,11274,5735,2377,2582,580,1,0,0,1,0
2021-07-05,370372,95,11274,5735,2377,2582,580,0,0,0,0,0
2021-07-06,370452,80,11275,5735,2378,2582,580,1,0,1,0,0
2021-07-07,370551,99,11275,5735,2378,2582,580,0,0,0,0,0
2021-07-08,370613,62,11275,5735,2378,2582,580,0,0,0,0,0
2021-07-09,370678,65,11275,5735,2378,2582,580,0,0,0,0,0
2021-07-10,370742,64,11276,5735,2378,2583,580,1,0,0,1,0
2021-07-11,370802,60,11279,5735,2378,2586,580,3,0,0,3,0
2021-07-12,370854,52,11279,5735,2378,2586,580,0,0,0,0,0
2021-07-13,370942,88,11280,5735,2378,2587,580,1,0,0,1,0
2021-07-14,371027,85,11280,5735,2378,2587,580,0,0,0,0,0
2021-07-15,371125,98,11281,5735,2378,2588,580,1,0,0,1,0
2021-07-16,371206,81,11281,5735,2378,2588,580,0,0,0,0,0
2021-07-17,371279,73,11281,5735,2378,2588,580,0,0,0,0,0
2021-07-18,371338,59,11282,5735,2378,2589,580,1,0,0,1,0
2021-07-19,371431,93,11282,5735,2378,2589,580,0,0,0,0,0
2021-07-20,371542,111,11283,5735,2378,2590,580,1,0,0,1,0
2021-07-21,371636,94,11284,5735,2378,2591,580,1,0,0,1,0
2021-07-22,371767,131,11287,5735,2379,2593,580,3,0,1,2,0
2021-07-23,371881,114,11287,5735,2379,2593,580,0,0,0,0,0
2021-07-24,371978,97,11287,5735,2379,2593,580,0,0,0,0,0
2021-07-25,372044,66,11288,5735,2379,2594,580,1,0,0,1,0
2021-07-26,372167,123,11288,5735,2379,2594,580,0,0,0,0,0
2021-07-27,372286,119,11288,5735,2379,2594,580,0,0,0,0,0
2021-07-28,372418,132,11288,5735,2379,2594,580,0,0,0,0,0
2021-07-29,372568,150,11288,5735,2379,2594,580,0,0,0,0,0
2021-07-30,372738,170,11288,5735,2379,2594,580,0,0,0,0,0
2021-07-31,372896,158,11288,5735,2379,2594,580,0,0,0,0,0
2021-08-01,373032,136,11288,5735,2379,2594,580,0,0,0,0,0
2021-08-02,373209,177,11288,5735,2379,2594,580,0,0,0,0,0
2021-08-03,373413,204,11289,5735,2379,2595,580,1,0,0,1,0
2021-08-04,373688,275,11289,5735,2379,2595,580,0,0,0,0,0
2021-08-05,373974,286,11289,5735,2379,2595,580,0,0,0,0,0
2021-08-06,374240,266,11289,5735,2379,2595,580,0,0,0,0,0
2021-08-07,374508,268,11290,5736,2379,2595,580,1,1,0,0,0
2021-08-08,374725,217,11291,5736,2379,2596,580,1,0,0,1,0
2021-08-09,375009,284,11292,5736,2379,2597,580,1,0,0,1,0
2021-08-10,375399,390,11292,5736,2379,2597,580,0,0,0,0,0
2021-08-11,375790,391,11292,5736,2379,2597,580,0,0,0,0,0
2021-08-12,376199,409,11292,5736,2379,2597,580,0,0,0,0,0
2021-08-13,376600,401,11293,5736,2379,2598,580,1,0,0,1,0
2021-08-14,377017,417,11293,5736,2379,2598,580,0,0,0,0,0
2021-08-15,377347,330,11293,5736,2379,2598,580,0,0,0,0,0
2021-08-16,377757,410,11294,5736,2380,2598,580,1,0,1,0,0
2021-08-17,378181,424,11294,5736,2380,2598,580,0,0,0,0,0
2021-08-18,378674,493,11295,5736,2380,2599,580,1,0,0,1,0
2021-08-19,379278,604,11295,5736,2380,2599,580,0,0,0,0,0
2021-08-20,379803,525,11295,5736,2380,2599,580,0,0,0,0,0
2021-08-21,380186,383,11298,5737,2382,2599,580,3,1,2,0,0
2021-08-22,380518,332,11298,5737,2382,2599,580,0,0,0,0,0
2021-08-23,380931,413,11298,5737,2382,2599,580,0,0,0,0,0
2021-08-24,381468,537,11299,5737,2382,2600,580,1,0,0,1,0
2021-08-25,382115,647,11299,5737,2382,2600,580,0,0,0,0,0
2021-08-26,382756,641,11299,5737,2382,2600,580,0,0,0,0,0
2021-08-27,383261,505,11300,5738,2382,2600,580,1,1,0,0,0
2021-08-28,383764,503,11300,5738,2382,2600,580,0,0,0,0,0
2021-08-29,384182,418,11301,5738,2382,2601,580,1,0,0,1,0
2021-08-30,384752,570,11302,5738,2382,2602,580,1,0,0,1,0
2021-08-31,385458,706,11304,5738,2382,2604,580,2,0,0,2,0
2021-09-01,386169,711,11305,5738,2382,2605,580,1,0,0,1,0
2021-09-02,386929,760,11305,5738,2382,2605,580,0,0,0,0,0
2021-09-03,387583,654,11308,5738,2382,2608,580,3,0,0,3,0
2021-09-04,388214,631,11308,5738,2382,2608,580,0,0,0,0,0
2021-09-05,388699,485,11308,5738,2382,2608,580,0,0,0,0,0
2021-09-06,389300,601,11312,5738,2382,2612,580,4,0,0,4,0
2021-09-07,389930,630,11314,5738,2382,2614,580,2,0,0,2,0
2021-09-08,390695,765,11317,5738,2382,2617,580,3,0,0,3,0
2021-09-09,391656,961,11320,5739,2382,2619,580,3,1,0,2,0
2021-09-10,392535,879,11322,5740,2382,2620,580,2,1,0,1,0
2021-09-11,393191,656,11324,5740,2382,2622,580,2,0,0,2,0
2021-09-12,393807,616,11327,5740,2382,2625,580,3,0,0,3,0
2021-09-13,394486,679,11331,5741,2382,2627,581,4,1,0,2,1
2021-09-14,395235,749,11332,5741,2382,2628,581,1,0,0,1,0
2021-09-15,396069,834,11337,5741,2382,2633,581,5,0,0,5,0
2021-09-16,396888,819,11339,5741,2382,2635,581,2,0,0,2,0
2021-09-17,397697,809,11346,5741,2383,2641,581,7,0,1,6,0
2021-09-18,398338,641,11348,5741,2383,2643,581,2,0,0,2,0
2021-09-19,398961,623,11353,5741,2385,2646,581,5,0,2,3,0
2021-09-20,399605,644,11357,5741,2387,2648,581,4,0,2,2,0
2021-09-21,400219,614,11361,5741,2387,2652,581,4,0,0,4,0
2021-09-22,401002,783,11365,5741,2389,2654,581,4,0,2,2,0
2021-09-23,401723,721,11368,5742,2390,2655,581,3,1,1,1,0
2021-09-24,402503,780,11372,5742,2391,2658,581,4,0,1,3,0
2021-09-25,403084,581,11375,5743,2391,2660,581,3,1,0,2,0
2021-09-26,403577,493,11377,5743,2392,2661,581,2,0,1,1,0
2021-09-27,404076,499,11385,5745,2393,2666,581,8,2,1,5,0
2021-09-28,404642,566,11388,5745,2393,2669,581,3,0,0,3,0
2021-09-29,405352,710,11395,5745,2395,2674,581,7,0,2,5,0
2021-09-30,405939,587,11400,5745,2396,2678,581,5,0,1,4,0
2021-10-01,406563,624,11404,5745,2396,2682,581,4,0,0,4,0
2021-10-02,406959,396,11408,5745,2396,2686,581,4,0,0,4,0
2021-10-03,407398,439,11412,5745,2397,2689,581,4,0,1,3,0
2021-10-04,407876,478,11414,5745,2398,2690,581,2,0,1,1,0
2021-10-05,408410,534,11418,5745,2399,2693,581,4,0,1,3,0
2021-10-06,409023,613,11425,5745,2402,2697,581,7,0,3,4,0
2021-10-07,409651,628,11427,5745,2403,2698,581,2,0,1,1,0
2021-10-08,410249,598,11432,5747,2404,2700,581,5,2,1,2,0
2021-10-09,410779,530,11437,5747,2406,2703,581,5,0,2,3,0
2021-10-10,411200,421,11441,5747,2406,2707,581,4,0,0,4,0
2021-10-11,411632,432,11443,5747,2406,2709,581,2,0,0,2,0
2021-10-12,412215,583,11447,5747,2406,2713,581,4,0,0,4,0
2021-10-13,412856,641,11450,5748,2406,2715,581,3,1,0,2,0
2021-10-14,413545,689,11456,5749,2407,2719,581,6,1,1,4,0
2021-10-15,414337,792,11461,5750,2407,2723,581,5,1,0,4,0
2021-10-16,414764,427,11464,5750,2407,2726,581,3,0,0,3,0
2021-10-17,415114,350,11469,5750,2408,2730,581,5,0,1,4,0
2021-10-18,415535,421,11471,5750,2409,2731,581,2,0,1,1,0
2021-10-19,416034,499,11474,5751,2409,2733,581,3,1,0,2,0
2021-10-20,416445,411,11483,5752,2410,2740,581,9,1,1,7,0
2021-10-21,416856,411,11488,5752,2411,2744,581,5,0,1,4,0
2021-10-22,417303,447,11491,5753,2411,2746,581,3,1,0,2,0
2021-10-23,417679,376,11496,5754,2412,2749,581,5,1,1,3,0
2021-10-24,418021,342,11498,5754,2412,2751,581,2,0,0,2,0
2021-10-25,418400,379,11501,5755,2412,2753,581,3,1,0,2,0
2021-10-26,418853,453,11504,5758,2412,2753,581,3,3,0,0,0
2021-10-27,419327,474,11508,5760,2412,2755,581,4,2,0,2,0
2021-10-28,419883,556,11511,5762,2412,2756,581,3,2,0,1,0
2021-10-29,420425,542,11514,5763,2413,2757,581,3,1,1,1,0
2021-10-30,420963,538,11519,5764,2414,2760,581,5,1,1,3,0
2021-10-31,421454,491,11523,5764,2414,2764,581,4,0,0,4,0
2021-11-01,421938,484,11526,5765,2415,2765,581,3,1,1,1,0
2021-11-02,422473,535,11527,5765,2415,2766,581,1,0,0,1,0
2021-11-03,423114,641,11528,5765,2415,2767,581,1,0,0,1,0
2021-11-04,423781,667,11531,5765,2416,2769,581,3,0,1,2,0
2021-11-05,424378,597,11536,5766,2417,2772,581,5,1,1,3,0
2021-11-06,424964,586,11540,5766,2419,2774,581,4,0,2,2,0
2021-11-07,425466,502,11544,5767,2421,2775,581,4,1,2,1,0
2021-11-08,425991,525,11548,5768,2421,2778,581,4,1,0,3,0
2021-11-09,426714,723,11552,5768,2423,2779,582,4,0,2,1,1
2021-11-10,427391,677,11556,5769,2424,2781,582,4,1,1,2,0
2021-11-11,428090,699,11560,5770,2426,2782,582,4,1,2,1,0
2021-11-12,428806,716,11564,5771,2427,2784,582,4,1,1,2,0
2021-11-13,429317,511,11565,5771,2427,2785,582,1,0,0,1,0
2021-11-14,429859,542,11566,5771,2427,2786,582,1,0,0,1,0
2021-11-15,430452,593,11566,5771,2427,2786,582,0,0,0,0,0
2021-11-16,431159,707,11566,5771,2427,2786,582,0,0,0,0,0
2021-11-17,431952,793,11570,5772,2428,2787,583,4,1,1,1,1
2021-11-18,432672,720,11572,5772,2428,2789,583,2,0,0,2,0
2021-11-19,433438,766,11577,5772,2428,2794,583,5,0,0,5,0
2021-11-20,434162,724,11582,5772,2429,2798,583,5,0,1,4,0
2021-11-21,434824,662,11583,5773,2429,2798,583,1,1,0,0,0
2021-11-22,435564,740,11584,5773,2429,2799,583,1,0,0,1,0
2021-11-23,436449,885,11589,5774,2430,2802,583,5,1,1,3,0
2021-11-24,437437,988,11591,5774,2430,2804,583,2,0,0,2,0
2021-11-25,438610,1173,11593,5774,2430,2806,583,2,0,0,2,0
2021-11-26,439618,1008,11595,5774,2431,2807,583,2,0,1,1,0
2021-11-27,440435,817,11595,5774,2431,2807,583,0,0,0,0,0
2021-11-28,441154,719,11597,5774,2431,2809,583,2,0,0,2,0
